# FOOKEY = FOOVALUE
wave flux err
200.0 0.09934655576944351 1.4179434776306152
201.0 -0.027649125084280968 1.339988350868225
202.0 0.12954145669937134 -0.12382381409406662
203.0 0.3046097159385681 1.6955010890960693
204.0 -0.046826910227537155 -0.7880992293357849
205.0 -0.046823617070913315 0.21497881412506104
206.0 0.31584635376930237 -1.3989053964614868
207.0 0.15349073708057404 2.870351791381836
208.0 -0.09389107674360275 0.7221406102180481
209.0 0.10851582139730453 3.6002607345581055
210.0 -0.0926797166466713 1.963539958000183
211.0 -0.09314212203025818 1.5377178192138672
212.0 0.04839629307389259 0.2965267598628998
213.0 -0.3826521933078766 -0.2556200325489044
214.0 -0.3449797034263611 1.627565860748291
215.0 -0.1124536395072937 0.9141831994056702
216.0 -0.2025623470544815 -0.607124388217926
217.0 0.06285335123538971 -0.8202301263809204
218.0 -0.1816009134054184 -0.15044447779655457
219.0 -0.2824568450450897 3.1851606369018555
220.0 0.2931336760520935 3.6559336185455322
221.0 -0.04515133425593376 1.2459869384765625
222.0 0.013509578071534634 1.1787313222885132
223.0 -0.28494569659233093 0.5964155793190002
224.0 -0.10887258499860764 -0.12138241529464722
225.0 0.02218848466873169 2.650214910507202
226.0 -0.23019473254680634 3.2482917308807373
227.0 0.07514359056949615 -0.07210290431976318
228.0 -0.12012374401092529 0.9005939364433289
229.0 -0.05833474174141884 0.46016043424606323
230.0 -0.12033730745315552 0.49571311473846436
231.0 0.3704596757888794 2.4230899810791016
232.0 -0.0026954084169119596 -0.5743538737297058
233.0 -0.2115381360054016 1.5597636699676514
234.0 0.16451303660869598 1.8738857507705688
235.0 -0.24416466057300568 0.8294185996055603
236.0 0.04177679494023323 2.071681499481201
237.0 -0.3919299244880676 1.1771821975708008
238.0 -0.26563310623168945 2.4605557918548584
239.0 0.039376355707645416 -0.8266463875770569
240.0 0.14769743382930756 0.581469714641571
241.0 0.0342777855694294 0.913824200630188
242.0 -0.02312551811337471 -2.206648826599121
243.0 -0.06021659076213837 -0.30314329266548157
244.0 -0.2957002520561218 0.023680895566940308
245.0 -0.14396467804908752 2.1378471851348877
246.0 -0.09212357550859451 0.15178798139095306
247.0 0.21142864227294922 0.0183052159845829
248.0 0.06872785836458206 1.9809828996658325
249.0 -0.35260382294654846 -0.9414927959442139
250.0 0.06482101231813431 -1.4854928255081177
251.0 -0.07701222598552704 0.5660892128944397
252.0 -0.13538016378879547 -0.7372481226921082
253.0 0.12233950942754745 -0.6916151642799377
254.0 0.20620416104793549 1.6881206035614014
255.0 0.18626029789447784 2.05116868019104
256.0 -0.16783921420574188 1.9466370344161987
257.0 -0.06183817982673645 2.3305320739746094
258.0 0.06625699251890182 2.48936128616333
259.0 0.19511334598064423 -1.554308295249939
260.0 -0.0958305224776268 1.5404943227767944
261.0 -0.037127457559108734 0.36447015404701233
262.0 -0.22126264870166779 0.10309090465307236
263.0 -0.2392369657754898 1.6724975109100342
264.0 0.16250953078269958 -1.0763546228408813
265.0 0.2712523937225342 -1.101330280303955
266.0 -0.014397631399333477 1.7602872848510742
267.0 0.2007109820842743 1.5853432416915894
268.0 0.07233162224292755 1.164079189300537
269.0 -0.12901952862739563 -0.0558960847556591
270.0 0.0722835585474968 1.8925955295562744
271.0 0.30761176347732544 1.8163634538650513
272.0 -0.007160749286413193 1.1023653745651245
273.0 0.31293320655822754 -0.41278526186943054
274.0 -0.5239445567131042 0.4897019863128662
275.0 0.16438499093055725 2.0054004192352295
276.0 0.017413916066288948 2.5926294326782227
277.0 -0.059796955436468124 0.6081560850143433
278.0 0.018356680870056152 0.7003924250602722
279.0 -0.39750924706459045 0.8059730529785156
280.0 -0.04392983019351959 1.329871654510498
281.0 0.07142707705497742 0.30271923542022705
282.0 0.2955833673477173 -2.473021984100342
283.0 -0.10364945977926254 2.4313228130340576
284.0 -0.16169412434101105 3.1536266803741455
285.0 -0.10034680366516113 0.26512017846107483
286.0 0.18308503925800323 -0.2799840569496155
287.0 0.06575485318899155 0.8354793787002563
288.0 -0.10594740509986877 0.7749953269958496
289.0 0.10265813767910004 2.194622278213501
290.0 0.01942017301917076 1.0655673742294312
